names,date,score,genre,country
Thumbelina,3/30/1994,65,"Animation, Family, Fantasy, Romance, Music",US
Mercenaries,8/5/2014,53,Action,US
Heartbreak Ridge,12/18/1986,68,"War, Action, Comedy, Drama",AU
The Awakener,11/1/2018,63,"Thriller, Action, Crime, Drama",BR
The Last Flight of Noah's Ark,6/24/1980,56,"Adventure, Family",US
Out for Justice,8/1/1991,61,"Action, Crime",AU
Hitch Hike,4/30/1977,68,"Crime, Drama, Thriller",IT
Pokémon the Movie: Black - Victini and Reshiram,3/7/2012,66,"Animation, Family, Adventure, Drama, Fantasy",AU
Polar Bear,4/22/2022,74,Documentary,US
Cranston Academy: Monster Zone,6/24/2021,61,"Adventure, Science Fiction, Animation, Fantasy, Horror",AU
The Perfect Storm,6/29/2000,64,"Action, Adventure, Drama, Thriller",AU
Jin-Roh: The Wolf Brigade,6/3/2000,74,"Animation, Science Fiction, Thriller",JP
Isn't It Romantic,3/9/2019,62,"Comedy, Fantasy, Romance",AU
Casualties of War,1/25/1990,72,"Drama, History, War",AU
In the Name of the King: A Dungeon Siege Tale,6/13/2008,47,"Adventure, Fantasy, Action, Drama",AU
Sahara,4/7/2005,59,"Action, Adventure, Comedy, Drama, Mystery",AU
Bleach the Movie: The DiamondDust Rebellion,12/22/2007,67,"Action, Adventure, Animation",JP
DC Spotlight: SHAZAM!,8/9/2019,0,Documentary,US
Insensate,8/4/2021,68,"Mystery, Horror, Thriller",BR
Polycarp,6/24/2015,71,"History, Drama",US
Starship Troopers 3: Marauder,9/29/2008,47,"Adventure, Science Fiction, Action",AU
Daughters of Eve,2/7/1985,54,"Horror, Drama, Crime",PH
The Grudge 2,10/13/2006,55,"Horror, Thriller",US
Boys on the Rooftop,3/5/2016,44,,MX
Amadeus,11/1/1984,80,"History, Music, Drama",AU
The Snitch Cartel,11/11/2011,70,"Drama, Crime",CO
Naked Poison,9/23/2000,52,"Horror, Thriller",HK
When Harry Met Sally...,10/18/1989,74,"Comedy, Romance, Drama",AU
The Big Boss,10/23/1971,72,Action,HK
Batman: Gotham by Gaslight,1/23/2018,67,"Thriller, Action, Animation, Science Fiction",AU
How Much Do You Love Me?,10/26/2005,57,"Romance, Comedy",FR
Boogie Nights,2/12/1998,76,Drama,AU
Project A,12/22/1983,72,"Action, Comedy, Adventure",HK
The Hunt,5/2/2013,81,Drama,AU
Bantú Mama,11/17/2022,53,Drama,US
Hubie Halloween,10/7/2020,60,"Comedy, Mystery, Horror",AU
Charlotte's Web,12/7/2006,62,"Comedy, Family, Fantasy",AU
Inside Llewyn Davis,1/16/2014,72,"Drama, Music",AU
Nine 1/2 Weeks,6/19/1986,61,"Romance, Drama",AU
A Frozen Flower,12/30/2008,69,Drama,KR
The Third Man,3/3/1950,80,"Thriller, Mystery",AU
Erotic Nightmare,5/20/1999,54,Horror,HK
Troll Hunter,10/29/2010,67,"Fantasy, Horror",NO
Balto II: Wolf Quest,2/19/2002,63,"Family, Animation, Adventure",US
The Land Before Time: The Great Valley Adventure,12/13/1994,63,"Animation, Adventure, Family",US
Wheels on Meals,8/17/1984,69,"Romance, Action, Comedy, Crime",HK
Trick 'r Treat,10/7/2022,70,"Horror, Comedy",US
Dracula 2000,12/22/2000,52,"Thriller, Horror, Action, Fantasy",US
Into the Blue 2: The Reef,2/10/2010,53,"Action, Adventure, Thriller",AU
The Disappearance of Haruhi Suzumiya,2/5/2010,77,"Comedy, Science Fiction, Mystery, Animation, Drama",JP
Gia,1/31/1998,71,"Romance, Drama",US
Better Days,10/25/2019,83,Drama,CN
Problem Child,7/27/1990,60,Comedy,US
Chained - The Seduction of Two Women,4/11/2017,60,"Drama, Romance",KR
Believe Me: The Abduction of Lisa McVey,9/30/2018,81,"Drama, TV Movie",US
Tenacious D in The Pick of Destiny,2/8/2007,67,"Comedy, Music",AU
V/H/S,10/5/2012,61,"Thriller, Horror",US
Pompeii,2/19/2014,55,"Action, Adventure, History, Romance, Drama",AU
The Green Knight,7/30/2021,66,"Adventure, Drama, Fantasy",AU
Haunting of the Mary Celeste,10/23/2020,54,Horror,US
How to Build a Better Boy,8/17/2014,64,"Family, Science Fiction, TV Movie",US
Outbreak,4/6/1995,65,"Action, Drama, Science Fiction, Thriller",AU
Chronicles of the Ghostly Tribe,9/30/2015,59,"Adventure, Action, Thriller",CN
Buzz Lightyear of Star Command: The Adventure Begins,8/8/2000,64,"Animation, Family, Comedy, Science Fiction, Adventure",US
Cop Land,1/29/1998,68,"Action, Crime, Drama",AU
Entrapment,7/8/1999,62,"Romance, Drama, Mystery",AU
Yesterday,6/27/2019,67,"Comedy, Fantasy, Music, Romance",AU
Blue Velvet,2/26/1987,76,"Drama, Crime, Mystery, Thriller",AU
My Lovely Angel,5/12/2021,73,Drama,KR
Ben 10 Alien Swarm,11/25/2009,62,Adventure,US
Yojimbo,1/1/2000,81,"Drama, Thriller",AU
Stalker,5/25/1979,82,"Science Fiction, Drama",SU
Transformers: Dark of the Moon,6/29/2011,62,"Action, Science Fiction, Adventure",AU
Koichiro Uno's Caressing the Peach,4/6/1985,0,,JP
The Death of the Incredible Hulk,2/18/1990,50,"Action, Drama, Science Fiction, TV Movie",US
Zombie Strippers!,4/18/2008,48,"Comedy, Horror",US
Love in the Maldives,4/1/2023,60,"TV Movie, Comedy, Romance",US
Advanced Prostitute,1/10/2021,0,Drama,KR
The Illusionist,3/1/2007,73,"Fantasy, Drama, Thriller, Romance",AU
Barbie & Her Sisters in a Puppy Chase,10/4/2016,69,"Family, Animation",US
I Care a Lot,2/19/2021,66,"Comedy, Crime, Thriller, Drama",AU
Till Death,8/2/2021,68,"Horror, Thriller",AU
Railway Heroes,11/19/2021,70,"War, Drama",CN
The Machinist,6/2/2005,75,"Thriller, Drama",AU
The Man in the Iron Mask,4/2/1998,66,"Adventure, Action, Drama",AU
Operation Mincemeat,5/12/2022,65,"War, History, Drama",AU
Everly,4/10/2015,55,"Thriller, Action",AU
BLACKPINK: Light Up the Sky,10/14/2020,83,"Documentary, Music",US
Cici,10/27/2022,60,Drama,TR
The Second Wife,11/5/1998,53,"Comedy, Romance",IT
The Island,7/28/2005,67,"Action, Thriller, Science Fiction, Adventure",AU
The Island,7/28/2005,67,"Action, Thriller, Science Fiction, Adventure",AU
L.O.R.D: Legend of Ravaging Dynasties,9/29/2016,71,"Animation, Fantasy, Drama, Science Fiction",AU
Barbie: A Perfect Christmas,11/8/2011,67,"Animation, Family",AU
Anger Management,4/11/2003,61,Comedy,US
Peter Pan & Wendy,4/28/2023,0,"Adventure, Fantasy, Family",US
Mortdecai,1/29/2015,55,"Comedy, Adventure",AU
Kizumonogatari Part 2: Nekketsu,8/19/2016,81,"Animation, Fantasy, Mystery",JP
Tales from Earthsea,7/25/2007,66,"Animation, Fantasy, Adventure",AU
Pete's Dragon,9/15/2016,64,"Adventure, Family, Fantasy",AU
Prey,9/10/2021,47,Thriller,US
Sex and the Central,2/6/2003,25,"Drama, Romance, Comedy",HK
Beautiful Minds,1/26/2022,74,"Comedy, Drama",FR
L.A. Confidential,10/30/1997,78,"Crime, Mystery, Thriller",AU
Changeling,11/7/2008,76,"Crime, Drama, Mystery",AU
Urusei Yatsura: Only You,2/11/1983,64,"Animation, Romance, Science Fiction, Comedy, Family",JP
Triple 9,3/3/2016,59,"Action, Crime, Adventure, Thriller",AU
Masters of the Universe,9/17/1987,57,"Action, Fantasy, Science Fiction, Adventure, Thriller",AU
Cheaper by the Dozen 2,12/22/2005,61,"Comedy, Family, Adventure",AU
The Lives of Others,1/30/2007,80,"Drama, Thriller",AU
Boyhood,9/4/2014,75,Drama,AU
Satan's Slaves 2: Communion,11/4/2022,74,"Drama, Horror, Mystery",US
Loving Pablo,3/9/2018,63,"Crime, Drama",ES
Pokémon the Movie: Genesect and the Legend Awakened,7/13/2013,66,"Action, Adventure, Animation, Family",JP
Stitch! The Movie,8/26/2003,65,"Comedy, Adventure, Family, Animation",US
Blair Witch,9/15/2016,52,"Thriller, Horror",AU
Slumdog Millionaire,12/11/2008,77,"Drama, Romance",AU
Deep Blue Sea 2,4/17/2018,52,"Action, Horror, Science Fiction",US
Waiting for Bojangles,3/1/2022,75,"Drama, Comedy, Romance",AU
Friend's Young Mom,10/23/2019,30,Romance,KR
The Forest,1/8/2016,52,"Horror, Thriller, Mystery",US
Spartacus,4/18/2004,69,"Action, Drama",US
Scooby-Doo! Return to Zombie Island,8/27/2019,70,"Fantasy, Animation, Family, Adventure, Comedy, Mystery, Horror",AU
BanG Dream! FILM LIVE 2nd Stage,8/20/2021,68,"Animation, Music, Comedy",JP
Ghost Lab,5/26/2021,65,"Drama, Horror, Science Fiction, Thriller",TH
"sex, lies, and videotape",11/30/1989,69,Drama,AU
The Last Castle,11/22/2001,71,"Action, Drama, Thriller",AU
The Specialist,2/26/1995,59,"Action, Thriller",AU
Sunset Boulevard,9/29/1950,84,Drama,AU
Crimson Peak,10/15/2015,66,"Horror, Romance",AU
The Mad Women's Ball,9/17/2021,71,"Thriller, Drama, History",FR
Daddy Day Care,6/26/2003,59,"Comedy, Family",AU
High Plains Drifter,6/1/1973,74,"Western, Drama, Mystery",AU
Hey Arnold! The Jungle Movie,11/23/2017,77,"Family, Comedy, Animation, Adventure, TV Movie",US
Cinderella Man,9/25/2005,75,"Romance, Drama, History",AU
Showdown in Little Tokyo,7/23/1992,64,Action,AU
SuperFly,6/13/2018,68,"Action, Crime",US
Labyrinth,12/4/1986,73,"Adventure, Family, Fantasy",AU
Marui Video,2/22/2023,37,"Mystery, Horror",KR
The Old Guard,7/10/2020,72,"Action, Fantasy",AU
A Thousand Words,3/7/2012,61,"Drama, Comedy",AU
The Scorpion King 2: Rise of a Warrior,7/19/2008,46,"Action, Adventure, Fantasy, Science Fiction",AU
I Feel Pretty,4/19/2018,64,"Comedy, Romance",AU
The Awakening,3/15/2012,64,"Horror, Thriller, Mystery",AU
Mi Prima La Sexóloga,7/21/2016,71,Comedy,MX
All About Lily Chou-Chou,10/6/2001,73,"Drama, Crime",JP
RoboCop 3,11/5/1993,47,"Action, Adventure, Crime, Science Fiction, Thriller",US
Harriet,2/27/2020,74,"Drama, History",AU
Case Closed: The Crimson Love Letter,4/15/2017,65,"Action, Adventure, Animation, Crime, Mystery",JP
The Hills Run Red,6/12/2009,57,"Horror, Thriller, Mystery",US
Smallfoot,9/20/2018,68,"Family, Animation, Adventure, Fantasy",AU
I Am a Hero,4/23/2016,73,"Action, Horror, Drama",JP
Cruel Intentions 2,3/13/2001,49,Drama,US
Sanctuary,5/19/2023,0,"Drama, Thriller",US
A Taxi Driver,8/2/2017,81,"Action, Drama, History",KR
Porky's,4/13/1984,64,Comedy,AU
"Jeremy Renner: The Diane Sawyer Interview - A Story of Terror, Survival and Triumph",4/6/2023,0,"Documentary, TV Movie",US
Pokémon: Mewtwo Returns,8/17/2001,66,"Animation, Family, Action, Adventure, Drama, Fantasy",AU
¿Y cómo es él?,4/7/2022,75,Comedy,MX
The Chosen: Season 3  - Episodes 1 & 2,11/18/2022,100,"Drama, History",US
14 Peaks: Nothing Is Impossible,11/12/2021,74,Documentary,US
Star Trek: The Captains' Summit,4/12/2009,74,Documentary,US
Mune: Guardian of the Moon,10/14/2015,73,"Animation, Family, Adventure, Fantasy",FR
Sister's Younger Husband,10/11/2016,56,"Comedy, Drama, Romance",KR
The Last Emperor,11/26/1987,76,"Drama, History",AU
Danger Close: The Battle of Long Tan,8/8/2019,69,"War, Action, Drama, History",AU
Book of Dragons,11/15/2011,66,"Fantasy, Animation, Action, Comedy, Family",US
Hotel Rwanda,2/24/2005,77,"Drama, History, War",AU
City of Ember,11/19/2008,63,"Adventure, Family, Fantasy",AU
American Me,3/13/1992,74,"Crime, Drama",US
"tick, tick... BOOM!",11/11/2021,77,"Drama, Music",AU
The Number 23,4/25/2007,64,"Thriller, Drama, Mystery",AU
Wedding Daze,9/19/2007,55,Comedy,AU
The Name of the Rose,3/19/1987,75,"Drama, Thriller, Mystery",AU
Down Periscope,5/9/1996,63,Comedy,AU
The Waterboy,1/21/1999,60,Comedy,AU
ACA 155: Karginov vs. Silva,4/8/2023,0,,BY
Tall Girl,9/13/2019,64,"Comedy, Drama, Romance",US
Sister of the Groom,12/18/2020,60,"Comedy, Romance",US
Free Willy 3: The Rescue,8/8/1997,63,"Family, Adventure",US
Room Salon College Girls 3,4/17/2020,50,"Romance, Action",KR
Monty Python and the Holy Grail,8/14/1975,78,"Adventure, Comedy, Fantasy",AU
Star Trek II: The Wrath of Khan,7/16/1982,75,"Action, Adventure, Science Fiction, Thriller",AU
Black as Night,10/1/2021,56,"Horror, Thriller",AU
The Last Boy Scout,4/23/1992,68,"Action, Thriller",AU
Re/Member,10/14/2022,71,"Horror, Thriller",JP
Capernaum,2/7/2019,82,Drama,AU
Battle for Sevastopol,4/2/2015,74,"War, Drama, Romance",RU
Prey,9/9/2009,57,"Adventure, Horror, Thriller",GB
Cold Blood,5/15/2019,54,"Thriller, Action",FR
Champions,4/16/2019,76,"Drama, Comedy",AU
Escape Room,9/14/2017,45,"Horror, Thriller",RU
Police Academy 6: City Under Siege,6/22/1989,51,"Comedy, Crime",AU
Aliens in the Attic,7/31/2009,57,"Adventure, Comedy, Family, Fantasy, Science Fiction",US
Oppenheimer,7/21/2023,0,"Drama, History",AU
Palm Trees in the Snow,12/25/2015,74,"Drama, History, Romance",ES
Summer Wars,4/20/2010,75,Animation,AU
Dangerous Beauty,2/20/1998,71,"Drama, Romance",US
The Night Parade,1/30/2013,65,Romance,FR
Deep Blue Sea,9/27/1999,60,"Action, Horror, Science Fiction",AU
Crimson Tide,6/8/1995,72,"Thriller, Drama, Action",AU
The Hitchhiker's Guide to the Galaxy,4/28/2005,67,"Adventure, Comedy, Science Fiction",AU
Messengers 2: The Scarecrow,7/21/2009,53,Horror,US
Clear and Present Danger,10/6/1994,66,"Action, Drama, Thriller",AU
Over the Top,3/26/1987,64,"Action, Drama",AU
Dallas Buyers Club,2/13/2014,79,"Drama, History",AU
Miss Sloane,3/2/2017,75,"Thriller, Drama",AU
El mesero,7/15/2021,80,Comedy,MX
"Sex, Party and Lies",5/13/2011,45,"Comedy, Drama",AU
Any Given Sunday,3/10/2000,68,Drama,AU
The Walking Deceased,3/20/2015,53,"Comedy, Horror",US
Psycho,12/4/1998,51,"Mystery, Thriller, Horror",US
Ordinary People,11/7/2018,68,"Thriller, Mystery",KR
Murder at Yellowstone City,8/1/2022,56,"Western, Mystery",AU
BlacKkKlansman,8/16/2018,75,"Comedy, Crime, Drama, History",AU
The Howling,3/13/1981,66,Horror,US
Photocopier,1/13/2022,70,"Drama, Mystery, Thriller",ID
Species II,7/9/1998,51,"Science Fiction, Action, Horror",AU
Confessions of a Hitman,7/20/2022,66,"Crime, Drama, Action",CA
Sweet Home Alabama,12/19/2002,64,"Comedy, Romance",AU
Crimson Rivers II: Angels of the Apocalypse,2/18/2004,61,"Action, Thriller, Crime",FR
Max,6/26/2015,71,"Adventure, Drama",US
Highlander: Endgame,11/7/2000,49,"Action, Fantasy",AU
Lupin the Third vs. Detective Conan: The Movie,12/7/2013,69,"Animation, Action, Thriller",JP
Date Night,4/8/2010,61,"Comedy, Action, Adventure",AU
Police Academy 4: Citizens on Patrol,4/9/1987,55,"Comedy, Crime",AU
The Assassination of Jesse James by the Coward Robert Ford,11/1/2007,71,"Action, Drama, Western",AU
The Poseidon Adventure,12/13/1972,71,"Action, Adventure, Thriller",US
The Sting,4/5/1974,80,"Comedy, Crime, Drama",AU
Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,7/8/2022,75,Documentary,US
The Privilege,2/9/2022,51,Horror,DE
Godzilla: City on the Edge of Battle,5/18/2018,64,"Animation, Science Fiction",JP
Pandorum,2/4/2010,65,"Action, Horror, Mystery, Science Fiction, Thriller",AU
De Caperucita a loba,4/5/2023,0,Comedy,ES
Daylight's End,4/16/2016,59,"Action, Horror, Science Fiction",US
The Red Thread,5/19/2016,63,"Drama, Romance",AR
The Pornographer,10/3/2001,46,Drama,FR
Age of Tomorrow,6/10/2014,30,"Thriller, Science Fiction, Action",US
Green Zone,3/12/2010,65,"War, Action, Adventure, Drama, Thriller",AU
Midway,9/18/1976,66,"Action, Drama, History, War",AU
The Nut Job 2: Nutty by Nature,4/18/2018,59,"Animation, Family, Adventure, Comedy",AU
DC Showcase: Blue Beetle,7/27/2021,62,"Animation, Science Fiction, Action, Adventure",US
Booty Call,7/31/1997,53,Comedy,AU
Kung Fu Panda: Secrets of the Furious Five,11/8/2008,67,"Animation, Family, Action",US
Love Wrecked,1/21/2007,51,"Family, Romance",US
Crash,5/12/2005,72,Drama,AU
Crash,5/12/2005,72,Drama,AU
Cry Macho,11/25/2021,60,"Drama, Western",AU
Outlaws,10/8/2021,69,Crime,ES
USS Indianapolis: Men of Courage,10/14/2016,59,"Action, War",US
Belli ciao,10/20/2022,57,Comedy,AU
Four Weddings and a Funeral,5/13/1994,68,"Comedy, Drama, Romance",AU
The Layover,2/28/2018,54,"Comedy, Romance",AU
Holiday Harmony,11/24/2022,64,"Romance, Comedy, Music",US
Maverick,6/9/1994,68,"Action, Adventure, Comedy, Drama, Western",AU
Next Avengers: Heroes of Tomorrow,9/2/2008,69,"Animation, Family, Action, Adventure, Science Fiction",US
Maggie,5/18/2015,54,"Horror, Drama, Mystery",AU
Falcon Rising,9/5/2014,62,"Adventure, Action",US
Welcome Home,11/16/2018,52,"Thriller, Horror",US
The King,11/1/2019,72,"Drama, History, War",AU
Grease 2,6/11/1982,51,"Comedy, Music, Romance",US
The Ark,11/17/2007,46,"Animation, Adventure, Family",US
Amazing Love,11/6/2012,69,Drama,US
7500,1/10/2020,61,"Action, Drama, Thriller",AT
Goodnight Mommy,4/20/2016,67,"Horror, Drama, Thriller, Mystery",AU
Professor Marston and the Wonder Women,10/13/2017,72,"Drama, Romance",US
Devil in the Flesh,4/22/1986,57,"Drama, Romance",IT
Tarzan II,6/13/2005,61,"Adventure, Animation, Family",US
August Never Ends,4/16/2021,55,Romance,CN
Where Eagles Dare,12/4/1968,76,"Action, Adventure, War",AU
Next-Door Nightmare,7/8/2021,53,"Thriller, TV Movie, Drama",US
Bayala: A Magical Adventure,10/24/2019,58,"Adventure, Animation, Family, Fantasy",DE
Nobody Knows,8/7/2004,80,Drama,JP
Miami Vice,8/10/2006,60,"Action, Crime, Thriller",AU
Mighty Morphin Power Rangers: Once & Always,4/19/2023,0,"Action, Science Fiction, Fantasy, Family",US
Kizumonogatari Part 1: Tekketsu,1/8/2016,78,"Animation, Fantasy, Mystery",JP
King of Thorn,5/1/2010,66,"Fantasy, Animation, Science Fiction",JP
Journey to the West: Conquering the Demons,2/10/2013,70,"Action, Fantasy, Adventure, Comedy",CN
Daisy Quokka: World’s Scariest Animal,11/28/2020,67,"Animation, Comedy, Family",AU
As Good as It Gets,2/5/1998,74,"Drama, Comedy, Romance",AU
Ring,9/13/2001,71,"Horror, Thriller",AU
Alive,4/1/1993,69,"Adventure, Drama, Thriller",AU
The Transformers: The Movie,12/26/1986,72,"Animation, Science Fiction, Action, Adventure, Family",AU
Corsage,2/9/2023,69,"Drama, History",AU
The Battle at Lake Changjin,9/30/2021,61,"Drama, War",CN
Clouds,10/16/2020,83,"Music, Drama, Romance",AU
Babylon A.D.,9/16/2008,56,"Action, Adventure, Science Fiction, Thriller",AU
Land of the Dead,8/4/2005,62,"Horror, Thriller, Science Fiction",AU
My Girlfriend's Mother 3,3/22/2019,10,"Romance, Drama",CN
Soul Plane,5/28/2004,53,"Romance, Comedy",US
Wyatt Earp,6/24/1994,68,"Western, Drama, Action, Adventure",US
Freaks,2/12/1932,78,"Drama, Horror",US
The Mothman Prophecies,5/23/2002,62,"Drama, Horror, Mystery",AU
Twins,1/19/1989,60,Comedy,AU
A Simple Favor,8/29/2018,66,"Crime, Thriller, Mystery, Comedy",AU
Vico C: The Life of a Philosopher,8/17/2017,74,Drama,PR
Girl with a Pearl Earring,1/16/2004,66,"Drama, Romance",GB
Hostiles,6/4/2018,69,"Western, Drama, History",AU
A Dog Named Palma,3/18/2021,83,"Family, Romance",RU
Shark: The Beginning,6/17/2021,69,Action,KR
The Beguiled,6/27/2017,59,Drama,AU
Misery,3/28/1991,78,"Drama, Thriller",AU
Game of Thrones: The Last Watch,5/26/2019,71,"Documentary, TV Movie",US
The Road,1/28/2010,70,"Adventure, Drama",AU
The Hurricane,3/16/2000,74,Drama,AU
She and Her Cat: Everything Flows,5/21/2016,69,"Animation, Drama",JP
A Jazzman's Blues,9/16/2022,77,"Drama, Romance",US
Masquerade,4/1/2022,61,Thriller,AU
Dead Space: Downfall,10/28/2008,61,"Animation, Horror, Science Fiction, Thriller",US
Sound of Metal,4/8/2021,77,Drama,AU
Trigun: Badlands Rumble,4/22/2010,75,"Action, Animation, Science Fiction, Adventure",JP
Star Trek V: The Final Frontier,10/20/1989,57,"Science Fiction, Action, Adventure, Thriller",AU
The Seventh Seal,8/26/2005,82,"Fantasy, Drama",AU
House of Flying Daggers,9/28/2004,73,"Adventure, Drama, Action",AU
Scooby-Doo! Shaggy's Showdown,2/15/2017,80,"Animation, Family, Mystery, Comedy, Western",AU
Around the World in 80 Days,8/26/2004,59,"Action, Adventure, Comedy",AU
Around the World in 80 Days,8/26/2004,59,"Action, Adventure, Comedy",AU
"Love, Chunibyo & Other Delusions! Take On Me",1/6/2018,80,"Animation, Comedy, Fantasy",JP
The Guns of Navarone,10/27/1961,73,"War, Action",AU
Just Like Heaven,9/16/2005,69,"Drama, Comedy, Romance, Fantasy",US
K-9,4/28/1989,61,"Action, Comedy, Crime",US
The Drover's Wife: The Legend of Molly Johnson,5/5/2022,53,"Drama, Western, Thriller",AU
Beverly Hills Chihuahua 2,2/1/2011,58,"Comedy, Family",US
The November Man,11/26/2014,61,"Crime, Action, Thriller",AU
Hunter x Hunter: Phantom Rouge,1/12/2013,72,"Animation, Adventure, Fantasy, Action",JP
Teen Beach Movie,7/19/2013,69,"Family, Music, TV Movie, Comedy",US
Return of the Tooth Fairy,6/15/2020,65,Horror,GB
The Tale of The Princess Kaguya,6/25/2014,81,"Animation, Drama, Fantasy",AU
48 Hrs.,5/6/1983,67,"Thriller, Action, Comedy, Crime, Drama",AU
A Wrinkle in Time,3/29/2018,51,"Adventure, Science Fiction, Family, Fantasy",AU
Windtalkers,8/1/2002,62,"War, Drama, Action, History",AU
Juno,1/17/2008,70,"Comedy, Drama, Romance",AU
Pokémon: Zoroark - Master of Illusions,7/10/2010,68,"Family, Animation, Adventure, Fantasy",JP
Lake Mungo,7/30/2009,62,"Horror, Thriller",AU
Homeward Bound: The Incredible Journey,2/3/1993,69,"Adventure, Comedy, Drama, Family",US
Taya,8/27/2021,59,"Thriller, Crime, Drama",PH
Leal,8/2/2018,71,"Action, Crime, Drama",PY
Fullmetal Alchemist the Movie: Conqueror of Shamballa,10/11/2006,72,"Action, Adventure, Animation, Drama",AU
Foster,7/1/2011,68,"Comedy, Drama, Family",GB
Love,7/31/2015,65,"Drama, Romance",AU
Black Water,5/18/2018,56,"Action, Thriller",US
Van Helsing: The London Assignment,8/27/2004,63,"Action, Animation, Fantasy, Horror",AU
The Negotiator,10/21/1998,71,"Action, Crime, Drama, Thriller",AU
In Full Bloom,12/18/2020,70,"Action, Drama",US
Midnight Run,7/20/1988,72,"Adventure, Comedy, Crime, Action, Thriller",US
Hunger,4/4/2023,67,"Drama, Thriller",TH
The Wedding Singer,4/16/1998,68,"Romance, Comedy",AU
Collateral Damage,5/2/2002,57,"Action, Thriller, Drama",AU
Hide and Seek,2/10/2005,64,"Horror, Mystery",AU
Assassins,1/26/2020,69,Documentary,US
Clerks III,9/4/2022,61,Comedy,US
The Witches,9/20/1990,69,"Adventure, Fantasy, Horror, Comedy, Family, Mystery",AU
Life,4/9/2023,0,Drama,TR
Life,4/9/2023,0,Drama,TR
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,12/20/2003,72,"Animation, Action, Adventure",JP
Napping Princess,3/18/2017,66,"Fantasy, Adventure, Animation, Drama, Science Fiction",JP
Ginger Snaps,12/11/2000,68,Horror,AU
South Park the Streaming Wars Part 2,7/13/2022,74,"Animation, Comedy",US
Cashback,10/10/2004,70,"Drama, Comedy",US
Lu Over the Wall,5/19/2017,71,"Animation, Family, Fantasy, Adventure, Comedy, Music",JP
Bleach,7/20/2018,66,"Action, Fantasy, Adventure",JP
Trouble with the Curve,12/6/2012,69,"Drama, Romance",AU
Monster High: 13 Wishes,10/8/2013,75,"Family, Fantasy, Animation",US
Escape from Pretoria,3/6/2020,73,"Drama, History, Thriller",GB
Lethal Weapon 3,9/3/1992,67,"Adventure, Action, Comedy, Thriller, Crime",AU
Angela's Christmas Wish,12/1/2020,64,"Animation, Family",US
Sailor Moon SuperS: The Movie: Black Dream Hole,7/11/2002,81,"Animation, Fantasy, Action, Romance, Comedy",AU
The Man with the Iron Fists 2,3/10/2015,56,Action,AU
Ben 10: Destroy All Aliens,3/11/2012,59,"Animation, Science Fiction, Family, Action",AU
Godzilla: Final Wars,12/4/2004,70,"Action, Adventure, Science Fiction, Fantasy, Thriller",JP
The Last Kingdom: Seven Kings Must Die,4/14/2023,0,"Action, Drama, War",GB
The Crucifixion,10/6/2017,57,"Horror, Mystery, Thriller",US
Pokémon the Movie: White - Victini and Zekrom,2/18/2012,66,"Animation, Family, Adventure, Drama, Fantasy",AU
Euphoria,10/25/2018,65,Drama,IT
Assassin 33 A.D.,1/24/2020,53,Science Fiction,US
Body Heat,8/28/1981,71,"Crime, Thriller, Romance",US
Stealth,9/8/2005,53,"Science Fiction, Action, War",AU
Run Lola Run,6/18/1999,73,"Action, Drama, Thriller",AU
Mamá no enRedes,7/1/2022,63,Comedy,ES
Swamp Thing,2/19/1982,54,"Horror, Science Fiction",US
Marcel the Shell with Shoes On,1/5/2023,78,"Animation, Comedy, Family, Drama, Adventure",AU
Under the Skin,5/29/2014,61,"Thriller, Science Fiction, Drama",AU
Sabrina,3/17/1955,75,"Comedy, Drama, Romance",AU
Grave of the Fireflies,11/1/2005,78,Drama,JP
The Phantom of the Opera,12/26/2004,73,"Thriller, Drama, Romance",AU
Top Secret!,8/9/1984,71,Comedy,AU
Home for Rent,4/6/2023,60,"Horror, Drama, Thriller",TH
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,3/3/2007,68,"Action, Adventure, Comedy, Drama, Animation",JP
The Ruins,4/4/2008,59,Horror,AU
DragonHeart,12/12/1996,65,"Fantasy, Action, Adventure, Drama",AU
From Dusk Till Dawn 2: Texas Blood Money,3/16/1999,46,"Crime, Action, Horror, Thriller",US
Racer,4/7/2023,0,"Action, Drama",IN
Onimanji,4/8/2023,0,,CH
How High,12/21/2001,63,Comedy,US
Wolf Warrior 2,7/27/2017,66,"War, Action, Drama",CN
The Cloverfield Paradox,1/11/2019,56,"Horror, Science Fiction, Action, Thriller",AU
Charlie St. Cloud,9/23/2010,70,"Drama, Romance",AU
Garota da Moto,9/23/2021,47,Action,BR
Born To Fly,4/28/2023,0,"Drama, Action",CN
Creepshow 3,4/24/2006,46,"Horror, Comedy",US
Momentum,12/2/2015,57,"Action, Crime, Thriller",AU
Revolver,9/22/2005,64,"Drama, Thriller, Crime, Mystery",AU
The Opposite of Sex,5/22/1998,62,"Comedy, Drama",US
Mutant Pumpkins from Outer Space,10/28/2009,58,"TV Movie, Animation, Family, Comedy",US
Payback,3/4/1999,68,"Crime, Action, Drama",AU
Welcome to Smelliville,11/11/2021,71,"Animation, Adventure, Family, Fantasy",AU
Driving Miss Daisy,3/15/1990,72,Drama,AU
Mutation on Mars,8/27/2021,68,"Drama, Science Fiction",CN
Batman Ninja,5/14/2018,58,"Animation, Action, Science Fiction",AU
